doc_id,ref,sent_index,skill_digit,inference_reason,confidence
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,84,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,84,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,85,1,verbs=manages|records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,85,3,verbs=manages|records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,85,5,verbs=manages|records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,85,7,verbs=manages|records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,85,9,verbs=manages|records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,86,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,86,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,86,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,87,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,87,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,87,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,88,5,verbs=plans,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,88,7,verbs=plans,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,88,9,verbs=plans,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,89,1,verbs=records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,89,3,verbs=records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,89,5,verbs=records,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,90,7,verbs=evaluates,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,90,9,verbs=evaluates,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,91,3,verbs=determines,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,91,5,verbs=determines,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,91,7,verbs=determines,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,91,9,verbs=determines,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,92,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,92,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,92,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,93,5,verbs=plans,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,93,7,verbs=plans,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,93,9,verbs=plans,medium
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,94,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,94,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,94,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,95,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,95,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,95,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,96,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,96,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,96,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,97,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,97,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,97,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,98,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,98,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,98,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,99,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,99,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,99,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,100,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,100,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,100,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,101,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,101,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,101,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,102,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,102,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,102,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,103,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,103,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,103,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,104,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,104,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,104,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,105,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,105,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,105,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,106,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,106,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,106,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,107,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,107,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,107,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,108,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,108,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,108,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,109,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,109,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,109,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,110,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,110,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,110,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,111,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,111,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,111,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,112,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,112,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,112,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,113,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,113,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,113,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,114,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,114,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,114,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,115,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,115,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,115,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,116,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,116,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,116,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,117,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,117,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,117,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,118,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,118,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,118,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,119,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,119,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,119,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,120,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,120,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,120,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,121,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,121,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,121,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,122,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,122,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,122,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,123,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,123,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,123,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,124,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,124,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,124,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,125,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,125,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,125,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,126,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,126,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,126,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,127,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,127,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,127,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,128,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,128,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,128,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,129,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,129,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,129,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,130,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,130,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,130,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,131,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,131,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,131,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,132,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,132,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,132,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,133,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,133,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,133,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,134,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,134,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,134,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,135,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,135,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,135,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,136,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,136,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,136,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,137,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,137,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,137,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,138,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,138,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,138,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,139,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,139,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,139,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,140,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,140,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,140,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,141,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,141,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,141,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,142,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,142,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,142,5,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,143,1,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,143,3,,low
radio-frequency-transmissions-and-electromagnetic-activities-5e0928c6f4,2.2,143,5,,low
cable-and-antenna-66299076fb,2.1,0,1,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.1,0,3,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.1,0,5,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.1,1,1,,low
cable-and-antenna-66299076fb,2.1,1,3,,low
cable-and-antenna-66299076fb,2.1,1,5,,low
cable-and-antenna-66299076fb,2.1,2,1,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.1,2,3,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.1,2,5,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.1,3,1,verbs=installs,medium
cable-and-antenna-66299076fb,2.1,3,3,verbs=installs,medium
cable-and-antenna-66299076fb,2.1,3,5,verbs=installs,medium
cable-and-antenna-66299076fb,2.1,4,1,,low
cable-and-antenna-66299076fb,2.1,4,3,,low
cable-and-antenna-66299076fb,2.1,4,5,,low
cable-and-antenna-66299076fb,2.1,5,1,verbs=installs,medium
cable-and-antenna-66299076fb,2.1,5,3,verbs=installs,medium
cable-and-antenna-66299076fb,2.1,5,5,verbs=installs,medium
cable-and-antenna-66299076fb,2.1,6,1,,low
cable-and-antenna-66299076fb,2.1,6,3,,low
cable-and-antenna-66299076fb,2.1,6,5,,low
cable-and-antenna-66299076fb,2.1,7,1,verbs=operates|performs,medium
cable-and-antenna-66299076fb,2.1,7,3,verbs=operates|performs,medium
cable-and-antenna-66299076fb,2.1,7,5,verbs=operates|performs,medium
cable-and-antenna-66299076fb,2.2,8,3,verbs=repairs,medium
cable-and-antenna-66299076fb,2.2,8,5,verbs=repairs,medium
cable-and-antenna-66299076fb,2.2,8,7,verbs=repairs,medium
cable-and-antenna-66299076fb,2.2,9,1,verbs=performs,medium
cable-and-antenna-66299076fb,2.2,9,3,verbs=performs,medium
cable-and-antenna-66299076fb,2.2,9,5,verbs=performs,medium
cable-and-antenna-66299076fb,2.2,10,1,,low
cable-and-antenna-66299076fb,2.2,10,3,,low
cable-and-antenna-66299076fb,2.2,10,5,,low
cable-and-antenna-66299076fb,2.2,11,1,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.2,11,3,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.2,11,5,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.2,12,1,verbs=installs,medium
cable-and-antenna-66299076fb,2.2,12,3,verbs=installs,medium
cable-and-antenna-66299076fb,2.2,12,5,verbs=installs,medium
cable-and-antenna-66299076fb,2.2,13,1,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.2,13,3,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.2,13,5,verbs=installs|maintains,medium
cable-and-antenna-66299076fb,2.3,14,3,verbs=analyzes|monitors|troubleshoots,high
cable-and-antenna-66299076fb,2.3,14,5,verbs=analyzes|monitors|troubleshoots,high
cable-and-antenna-66299076fb,2.3,14,7,verbs=analyzes|monitors|troubleshoots,high
cable-and-antenna-66299076fb,2.3,14,9,verbs=analyzes|monitors|troubleshoots,high
cable-and-antenna-66299076fb,2.3,15,3,verbs=determines,medium
cable-and-antenna-66299076fb,2.3,15,5,verbs=determines,medium
cable-and-antenna-66299076fb,2.3,15,7,verbs=determines,medium
cable-and-antenna-66299076fb,2.3,15,9,verbs=determines,medium
cable-and-antenna-66299076fb,2.3,16,1,,low
cable-and-antenna-66299076fb,2.3,16,3,,low
cable-and-antenna-66299076fb,2.3,16,5,,low
cable-and-antenna-66299076fb,2.3,17,1,verbs=installs|maintains|repairs,high
cable-and-antenna-66299076fb,2.3,17,3,verbs=installs|maintains|repairs,high
cable-and-antenna-66299076fb,2.3,17,5,verbs=installs|maintains|repairs,high
cable-and-antenna-66299076fb,2.3,17,7,verbs=installs|maintains|repairs,high
cable-and-antenna-66299076fb,2.3,18,1,,low
cable-and-antenna-66299076fb,2.3,18,3,,low
cable-and-antenna-66299076fb,2.3,18,5,,low
cable-and-antenna-66299076fb,2.3,19,1,,low
cable-and-antenna-66299076fb,2.3,19,3,,low
cable-and-antenna-66299076fb,2.3,19,5,,low
cable-and-antenna-66299076fb,2.3,20,1,,low
cable-and-antenna-66299076fb,2.3,20,3,,low
cable-and-antenna-66299076fb,2.3,20,5,,low
cable-and-antenna-66299076fb,2.3,21,1,verbs=checks|performs,medium
cable-and-antenna-66299076fb,2.3,21,3,verbs=checks|performs,medium
cable-and-antenna-66299076fb,2.3,21,5,verbs=checks|performs,medium
cable-and-antenna-66299076fb,2.4,22,1,verbs=maintains|records,medium
cable-and-antenna-66299076fb,2.4,22,3,verbs=maintains|records,medium
cable-and-antenna-66299076fb,2.4,22,5,verbs=maintains|records,medium
cable-and-antenna-66299076fb,2.5,23,5,verbs=directs|plans|supervises,high
cable-and-antenna-66299076fb,2.5,23,7,verbs=directs|plans|supervises,high
cable-and-antenna-66299076fb,2.5,23,9,verbs=directs|plans|supervises,high
cable-and-antenna-66299076fb,2.5,24,1,,low
cable-and-antenna-66299076fb,2.5,24,3,,low
cable-and-antenna-66299076fb,2.5,24,5,,low
cable-and-antenna-66299076fb,2.6,25,1,verbs=performs,medium
cable-and-antenna-66299076fb,2.6,25,3,verbs=performs,medium
cable-and-antenna-66299076fb,2.6,25,5,verbs=performs,medium
cable-and-antenna-66299076fb,2.6,26,7,verbs=manages,medium
cable-and-antenna-66299076fb,2.6,26,9,verbs=manages,medium
cable-and-antenna-66299076fb,2.6,27,7,verbs=manages,medium
cable-and-antenna-66299076fb,2.6,27,9,verbs=manages,medium
cable-and-antenna-66299076fb,2.6,28,5,verbs=plans,medium
cable-and-antenna-66299076fb,2.6,28,7,verbs=plans,medium
cable-and-antenna-66299076fb,2.6,28,9,verbs=plans,medium
cable-and-antenna-66299076fb,2.6,29,1,,low
cable-and-antenna-66299076fb,2.6,29,3,,low
cable-and-antenna-66299076fb,2.6,29,5,,low
cable-and-antenna-66299076fb,2.6,30,7,verbs=evaluates,medium
cable-and-antenna-66299076fb,2.6,30,9,verbs=evaluates,medium
cable-and-antenna-66299076fb,2.6,31,3,verbs=monitors,medium
cable-and-antenna-66299076fb,2.6,31,5,verbs=monitors,medium
cable-and-antenna-66299076fb,2.6,31,7,verbs=monitors,medium
cable-and-antenna-66299076fb,2.6,32,1,verbs=performs,medium
cable-and-antenna-66299076fb,2.6,32,3,verbs=performs,medium
cable-and-antenna-66299076fb,2.6,32,5,verbs=performs,medium
cable-and-antenna-66299076fb,2.6,33,3,verbs=manages|monitors,medium
cable-and-antenna-66299076fb,2.6,33,5,verbs=manages|monitors,medium
cable-and-antenna-66299076fb,2.6,33,7,verbs=manages|monitors,medium
cable-and-antenna-66299076fb,2.6,33,9,verbs=manages|monitors,medium
cable-and-antenna-66299076fb,2.6,34,3,verbs=determines,medium
cable-and-antenna-66299076fb,2.6,34,5,verbs=determines,medium
cable-and-antenna-66299076fb,2.6,34,7,verbs=determines,medium
cable-and-antenna-66299076fb,2.6,34,9,verbs=determines,medium
cable-and-antenna-66299076fb,2.6,35,3,verbs=monitors,medium
cable-and-antenna-66299076fb,2.6,35,5,verbs=monitors,medium
cable-and-antenna-66299076fb,2.6,35,7,verbs=monitors,medium
cable-and-antenna-66299076fb,2.6,36,1,verbs=maintains|manages|records,high
cable-and-antenna-66299076fb,2.6,36,3,verbs=maintains|manages|records,high
cable-and-antenna-66299076fb,2.6,36,5,verbs=maintains|manages|records,high
cable-and-antenna-66299076fb,2.6,36,7,verbs=maintains|manages|records,high
cable-and-antenna-66299076fb,2.6,36,9,verbs=maintains|manages|records,high
cable-and-antenna-66299076fb,2.6,37,5,verbs=evaluates|plans,medium
cable-and-antenna-66299076fb,2.6,37,7,verbs=evaluates|plans,medium
cable-and-antenna-66299076fb,2.6,37,9,verbs=evaluates|plans,medium
cable-and-antenna-66299076fb,2.6,38,1,,low
cable-and-antenna-66299076fb,2.6,38,3,,low
cable-and-antenna-66299076fb,2.6,38,5,,low
data-engineering-e6e77ec5f3,2.1,0,1,,low
data-engineering-e6e77ec5f3,2.1,0,3,,low
data-engineering-e6e77ec5f3,2.1,0,5,,low
data-engineering-e6e77ec5f3,2.1,1,1,,low
data-engineering-e6e77ec5f3,2.1,1,3,,low
data-engineering-e6e77ec5f3,2.1,1,5,,low
data-engineering-e6e77ec5f3,2.1,2,1,,low
data-engineering-e6e77ec5f3,2.1,2,3,,low
data-engineering-e6e77ec5f3,2.1,2,5,,low
data-engineering-e6e77ec5f3,2.1,3,1,,low
data-engineering-e6e77ec5f3,2.1,3,3,,low
data-engineering-e6e77ec5f3,2.1,3,5,,low
data-engineering-e6e77ec5f3,2.1,4,1,,low
data-engineering-e6e77ec5f3,2.1,4,3,,low
data-engineering-e6e77ec5f3,2.1,4,5,,low
data-engineering-e6e77ec5f3,2.1,5,1,,low
data-engineering-e6e77ec5f3,2.1,5,3,,low
data-engineering-e6e77ec5f3,2.1,5,5,,low
data-engineering-e6e77ec5f3,2.1,6,1,,low
data-engineering-e6e77ec5f3,2.1,6,3,,low
data-engineering-e6e77ec5f3,2.1,6,5,,low
data-engineering-e6e77ec5f3,2.1,7,1,,low
data-engineering-e6e77ec5f3,2.1,7,3,,low
data-engineering-e6e77ec5f3,2.1,7,5,,low
data-engineering-e6e77ec5f3,2.1,8,7,verbs=manages,medium
data-engineering-e6e77ec5f3,2.1,8,9,verbs=manages,medium
data-engineering-e6e77ec5f3,2.1,9,1,,low
data-engineering-e6e77ec5f3,2.1,9,3,,low
data-engineering-e6e77ec5f3,2.1,9,5,,low
data-engineering-e6e77ec5f3,2.1,10,1,,low
data-engineering-e6e77ec5f3,2.1,10,3,,low
data-engineering-e6e77ec5f3,2.1,10,5,,low
data-engineering-e6e77ec5f3,2.1,11,1,verbs=maintains|plans,medium
data-engineering-e6e77ec5f3,2.1,11,3,verbs=maintains|plans,medium
data-engineering-e6e77ec5f3,2.1,11,5,verbs=maintains|plans,medium
data-engineering-e6e77ec5f3,2.1,11,7,verbs=maintains|plans,medium
data-engineering-e6e77ec5f3,2.1,11,9,verbs=maintains|plans,medium
data-engineering-e6e77ec5f3,2.2,12,1,,low
data-engineering-e6e77ec5f3,2.2,12,3,,low
data-engineering-e6e77ec5f3,2.2,12,5,,low
data-engineering-e6e77ec5f3,2.2,13,1,,low
data-engineering-e6e77ec5f3,2.2,13,3,,low
data-engineering-e6e77ec5f3,2.2,13,5,,low
data-engineering-e6e77ec5f3,2.2,14,1,,low
data-engineering-e6e77ec5f3,2.2,14,3,,low
data-engineering-e6e77ec5f3,2.2,14,5,,low
data-engineering-e6e77ec5f3,2.2,15,1,,low
data-engineering-e6e77ec5f3,2.2,15,3,,low
data-engineering-e6e77ec5f3,2.2,15,5,,low
data-engineering-e6e77ec5f3,2.2,16,1,,low
data-engineering-e6e77ec5f3,2.2,16,3,,low
data-engineering-e6e77ec5f3,2.2,16,5,,low
data-engineering-e6e77ec5f3,2.2,17,1,,low
data-engineering-e6e77ec5f3,2.2,17,3,,low
data-engineering-e6e77ec5f3,2.2,17,5,,low
data-engineering-e6e77ec5f3,2.2,18,1,,low
data-engineering-e6e77ec5f3,2.2,18,3,,low
data-engineering-e6e77ec5f3,2.2,18,5,,low
data-engineering-e6e77ec5f3,2.2,19,1,,low
data-engineering-e6e77ec5f3,2.2,19,3,,low
data-engineering-e6e77ec5f3,2.2,19,5,,low
data-engineering-e6e77ec5f3,2.2,20,1,,low
data-engineering-e6e77ec5f3,2.2,20,3,,low
data-engineering-e6e77ec5f3,2.2,20,5,,low
data-engineering-e6e77ec5f3,2.2,21,3,verbs=analyzes|determines,medium
