doc_id,ref,sent_index,skill_digit,inference_reason,confidence
special-mission-aviator-ca90ad358d,2.1,8,9,verbs=analyzes|determines,medium
special-mission-aviator-ca90ad358d,2.1,9,1,verbs=maintains|records,medium
special-mission-aviator-ca90ad358d,2.1,9,3,verbs=maintains|records,medium
special-mission-aviator-ca90ad358d,2.1,9,5,verbs=maintains|records,medium
special-mission-aviator-ca90ad358d,2.1,10,1,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.1,10,3,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.1,10,5,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.1,11,1,verbs=monitors|operates,medium
special-mission-aviator-ca90ad358d,2.1,11,3,verbs=monitors|operates,medium
special-mission-aviator-ca90ad358d,2.1,11,5,verbs=monitors|operates,medium
special-mission-aviator-ca90ad358d,2.1,11,7,verbs=monitors|operates,medium
special-mission-aviator-ca90ad358d,2.1,12,1,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.1,12,3,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.1,12,5,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.1,13,7,verbs=manages,medium
special-mission-aviator-ca90ad358d,2.1,13,9,verbs=manages,medium
special-mission-aviator-ca90ad358d,2.2,14,1,verbs=operates,medium
special-mission-aviator-ca90ad358d,2.2,14,3,verbs=operates,medium
special-mission-aviator-ca90ad358d,2.2,14,5,verbs=operates,medium
special-mission-aviator-ca90ad358d,2.2,15,1,verbs=loads|plans,medium
special-mission-aviator-ca90ad358d,2.2,15,3,verbs=loads|plans,medium
special-mission-aviator-ca90ad358d,2.2,15,5,verbs=loads|plans,medium
special-mission-aviator-ca90ad358d,2.2,15,7,verbs=loads|plans,medium
special-mission-aviator-ca90ad358d,2.2,15,9,verbs=loads|plans,medium
special-mission-aviator-ca90ad358d,2.2,16,5,verbs=advises|manages|plans,high
special-mission-aviator-ca90ad358d,2.2,16,7,verbs=advises|manages|plans,high
special-mission-aviator-ca90ad358d,2.2,16,9,verbs=advises|manages|plans,high
special-mission-aviator-ca90ad358d,2.2,17,3,verbs=monitors,medium
special-mission-aviator-ca90ad358d,2.2,17,5,verbs=monitors,medium
special-mission-aviator-ca90ad358d,2.2,17,7,verbs=monitors,medium
special-mission-aviator-ca90ad358d,2.2,18,3,verbs=monitors,medium
special-mission-aviator-ca90ad358d,2.2,18,5,verbs=monitors,medium
special-mission-aviator-ca90ad358d,2.2,18,7,verbs=monitors,medium
special-mission-aviator-ca90ad358d,2.2,19,1,verbs=checks|performs,medium
special-mission-aviator-ca90ad358d,2.2,19,3,verbs=checks|performs,medium
special-mission-aviator-ca90ad358d,2.2,19,5,verbs=checks|performs,medium
special-mission-aviator-ca90ad358d,2.2,20,1,verbs=directs|operates,medium
special-mission-aviator-ca90ad358d,2.2,20,3,verbs=directs|operates,medium
special-mission-aviator-ca90ad358d,2.2,20,5,verbs=directs|operates,medium
