doc_id,ref,sent_index,text_for_embedding,metadata_json
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.2,7,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.2 | Skills: 7,9] Supervises preparation of maintenance forms for aircraft repair, inspection, and parts replacement and helicopter maintenance.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.2"", ""sent_index"": 7, ""skill_digits"": [""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.2,8,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.2 | Skills: 7,9] Directs aircraft battle damage repair and crash recovery operations.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.2"", ""sent_index"": 8, ""skill_digits"": [""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.3,9,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.3 | Skills: 1,3,5,7,9] Inspects and evaluates aircraft maintenance activities.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.3"", ""sent_index"": 9, ""skill_digits"": [""1"", ""3"", ""5"", ""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.3,10,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.3 | Skills: 1,3,5] Inspects maintenance performed on airlift/special mission aircraft, systems, and components.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.3"", ""sent_index"": 10, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.3,11,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.3 | Skills: 7,9] Evaluates maintenance units to determine operational status and to provide assistance in solving maintenance, supply, and personnel problems.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.3"", ""sent_index"": 11, ""skill_digits"": [""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.3,12,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.3 | Skills: 1,3,5] Interprets and discusses inspection findings and recommends action to correct deficiencies.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.3"", ""sent_index"": 12, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.4,13,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.4 | Skills: 1,3,5] Performs aircraft maintenance management functions.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.4"", ""sent_index"": 13, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.4,14,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.4 | Skills: 1,3,5] Resolves problems and interprets technical publications for inspecting, maintaining, and modifying aircraft, helicopters, and SE.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.4"", ""sent_index"": 14, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.4,15,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.4 | Skills: 1,3,5] Ensures submission of deficiency reports.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.4"", ""sent_index"": 15, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.4,16,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.4 | Skills: 1,3,5] Ensures funds and resources are projected to support the maintenance effort and are managed to optimize mission accomplishment.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.4"", ""sent_index"": 16, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b,2.4,17,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT | Duty 2.4 | Skills: 1,3,5] Ensures unit meets mobility requirements.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-superintendent-d4ce73f77b"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE SUPERINTENDENT"", ""afsc_codes"": [""2A590"", ""2A571"", ""2A551*"", ""2A531*"", ""2A511*""], ""ref"": ""2.4"", ""sent_index"": 17, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.1,0,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 1,3,5] Performs sortie generation, ground handling, and servicing operations.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 0, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.1,1,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 1,3,5] Performs aircraft inspections such as preflight, thru-flight, postflight, hourly postflight, special inspections, and isochronal inspections.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 1, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.1,2,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 7,9] Advises on problems, maintenance, servicing, and inspection of aircraft and related aerospace equipment.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 2, ""skill_digits"": [""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.1,3,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 1,3,5] Uses technical data to diagnose and solve maintenance problems on aircraft systems.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 3, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.1,4,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 7,9] Interprets and advises on maintenance procedures and policies to repair aircraft and related equipment.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 4, ""skill_digits"": [""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.2,5,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5,7] Inspects, troubleshoots, and maintains aircraft structures, engines, hydraulic, and other related systems, components, and equipment.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 5, ""skill_digits"": [""1"", ""3"", ""5"", ""7""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.2,6,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Removes and installs aircraft and engine components.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 6, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.2,7,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5,7] Conducts operational checks and repairs components and systems.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 7, ""skill_digits"": [""1"", ""3"", ""5"", ""7""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.2,8,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Performs ground engine operation.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 8, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.2,9,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 3,5,7] Adjusts, aligns, and rigs aircraft systems.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 9, ""skill_digits"": [""3"", ""5"", ""7""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.2,10,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Accomplishes weight and balance functions.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 10, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.2,11,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5,7,9] Supervises and performs aircraft jacking, lifting, and towing operations.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 11, ""skill_digits"": [""1"", ""3"", ""5"", ""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,12,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 1,3,5,7,9] Supervises and performs aircraft, engine, and component inspections.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 12, ""skill_digits"": [""1"", ""3"", ""5"", ""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,13,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 3,5,7,9] Interprets inspection findings and determines adequacy of corrective actions.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 13, ""skill_digits"": [""3"", ""5"", ""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,14,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Inspects and checks components for clearances, tolerances, proper installation, and operation.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 14, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,15,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Performs pre-use inspections and operates powered and non-powered aerospace ground equipment.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 15, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,16,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Inspects and identifies aircraft corrosion for prevention and repair.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 16, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,17,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Reviews maintenance forms, aircraft records, automated maintenance data systems, and historical reports to ensure complete documentation.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 17, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,18,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Inventories and maintains alternate mission equipment.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 18, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.3,19,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Inventories and maintains aircraft equipment.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.3"", ""sent_index"": 19, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.4,20,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.4 | Skills: 5,7,9] Coordinates maintenance plans and schedules to meet operational requirements.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.4"", ""sent_index"": 20, ""skill_digits"": [""5"", ""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.4,21,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.4 | Skills: 7,9] Supervises and assists in launching and recovering aircraft.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.4"", ""sent_index"": 21, ""skill_digits"": [""7"", ""9""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.4,22,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Reviews maintenance data collection summaries to determine trends and production effectiveness.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.4"", ""sent_index"": 22, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.4,23,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Performs crash recovery duties.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.4"", ""sent_index"": 23, ""skill_digits"": [""1"", ""3"", ""5""]}"
airlift-special-mission-aircraft-maintenance-4f5bf9d7a2,2.4,24,"[AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Performs staff and supervisory management functions.","{""doc_id"": ""airlift-special-mission-aircraft-maintenance-4f5bf9d7a2"", ""afsc_title"": ""AIRLIFT/SPECIAL MISSION AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.4"", ""sent_index"": 24, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.1,0,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 1,3,5] Performs sortie generation, ground handling, and servicing operations.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 0, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.1,1,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 1,3,5] Performs aircraft inspections such as preflight, thru-flight, postflight, hourly postflight, special inspections, and phase inspections.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 1, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.1,2,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 7,9] Advises on problems, maintenance, servicing, and inspection of aircraft and related aerospace equipment.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 2, ""skill_digits"": [""7"", ""9""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.1,3,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 1,3,5] Uses technical data to diagnose and solve maintenance problems on aircraft systems.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 3, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.1,4,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.1 | Skills: 7,9] Interprets and advises on maintenance procedures and policies to repair aircraft and related equipment.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.1"", ""sent_index"": 4, ""skill_digits"": [""7"", ""9""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,5,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5,7] Inspects, troubleshoots, repairs, and services aircraft, systems, and related equipment.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 5, ""skill_digits"": [""1"", ""3"", ""5"", ""7""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,6,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Inspects and functionally checks structures and systems.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 6, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,7,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Checks installed components for proper operation.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 7, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,8,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 3,5,7] Adjusts, aligns, and calibrates aircraft systems.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 8, ""skill_digits"": [""3"", ""5"", ""7""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,9,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Rigs, tracks, and balances rotor systems to include in-flight balancing.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 9, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,10,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Removes and installs aircraft and engine components.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 10, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,11,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Prepares and maintains inspection and maintenance records.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 11, ""skill_digits"": [""1"", ""3"", ""5""]}"
helicopter-tiltrotor-aircraft-maintenance-854ba5e034,2.2,12,"[HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Inventories and inspects alternate mission equipment.","{""doc_id"": ""helicopter-tiltrotor-aircraft-maintenance-854ba5e034"", ""afsc_title"": ""HELICOPTER/TILTROTOR AIRCRAFT MAINTENANCE"", ""afsc_codes"": [], ""ref"": ""2.2"", ""sent_index"": 12, ""skill_digits"": [""1"", ""3"", ""5""]}"
